bt_date,n_players,field_hit1_rate,field_hit2_rate,field_avg_actual,n_field,top_5_hit1_rate,top_5_hit2_rate,top_5_avg_actual,top_5_lift_hit1,top_5_lift_hit2,top_5_lift_avg,top_10_hit1_rate,top_10_hit2_rate,top_10_avg_actual,top_10_lift_hit1,top_10_lift_hit2,top_10_lift_avg,top_20_hit1_rate,top_20_hit2_rate,top_20_avg_actual,top_20_lift_hit1,top_20_lift_hit2,top_20_lift_avg,v1_top_5_hit1_rate,v1_top_5_hit2_rate,v1_top_5_avg_actual,v1_top_5_lift_hit1,v1_top_5_lift_hit2,v1_top_5_lift_avg,v1_top_10_hit1_rate,v1_top_10_hit2_rate,v1_top_10_avg_actual,v1_top_10_lift_hit1,v1_top_10_lift_hit2,v1_top_10_lift_avg,v1_top_20_hit1_rate,v1_top_20_hit2_rate,v1_top_20_avg_actual,v1_top_20_lift_hit1,v1_top_20_lift_hit2,v1_top_20_lift_avg,std_top_5_hit1_rate,std_top_5_hit2_rate,std_top_5_avg_actual,std_top_5_lift_hit1,std_top_5_lift_hit2,std_top_5_lift_avg,std_top_10_hit1_rate,std_top_10_hit2_rate,std_top_10_avg_actual,std_top_10_lift_hit1,std_top_10_lift_hit2,std_top_10_lift_avg,std_top_20_hit1_rate,std_top_20_hit2_rate,std_top_20_avg_actual,std_top_20_lift_hit1,std_top_20_lift_hit2,std_top_20_lift_avg,bkt_rare_pct_field,bkt_rare_pct_top10,bkt_rare_hit1_rate,bkt_occasional_pct_field,bkt_occasional_pct_top10,bkt_occasional_hit1_rate,bkt_star_pct_field,bkt_star_pct_top10,bkt_star_hit1_rate,calibration_80,mae,spearman_elfies_v2,spearman_elfies_v1,spearman_elfies_standout
2025-12-14,275,0.2691,0.0473,0.3273,275,0.4,0.0,0.4,1.4865,0.0,1.2222,0.3,0.0,0.3,1.1149,0.0,0.9167,0.35,0.1,0.5,1.3007,2.1154,1.5278,0.2,0.0,0.2,0.7432,0.0,0.6111,0.5,0.1,0.6,1.8581,2.1154,1.8333,0.35,0.1,0.5,1.3007,2.1154,1.5278,0.2,0.2,0.4,0.7432,4.2308,1.2222,0.4,0.1,0.5,1.4865,2.1154,1.5278,0.4,0.1,0.5,1.4865,2.1154,1.5278,0.364,0.1,0.2,0.422,0.0,0.2759,0.215,0.9,0.3729,0.8036,0.4287,0.1402,0.1243,0.0759
2025-12-15,224,0.2634,0.0714,0.3438,224,0.8,0.2,1.0,3.0373,2.8,2.9091,0.5,0.1,0.6,1.8983,1.4,1.7455,0.45,0.05,0.5,1.7085,0.7,1.4545,0.6,0.0,0.6,2.278,0.0,1.7455,0.6,0.1,0.7,2.278,1.4,2.0364,0.45,0.05,0.5,1.7085,0.7,1.4545,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.3,0.7593,1.4,0.8727,0.3,0.05,0.35,1.139,0.7,1.0182,0.701,0.0,0.2229,0.112,0.0,0.2,0.188,1.0,0.4524,0.8036,0.4418,0.1652,0.1762,0.0415
