bt_date,n_players,field_hit1_rate,field_hit2_rate,field_avg_actual,n_field,top_5_hit1_rate,top_5_hit2_rate,top_5_avg_actual,top_5_lift_hit1,top_5_lift_hit2,top_5_lift_avg,top_10_hit1_rate,top_10_hit2_rate,top_10_avg_actual,top_10_lift_hit1,top_10_lift_hit2,top_10_lift_avg,top_20_hit1_rate,top_20_hit2_rate,top_20_avg_actual,top_20_lift_hit1,top_20_lift_hit2,top_20_lift_avg,calibration_80,mae,spearman_elfies_v2,spearman_elfies_v1,spearman_elfies_standout
2026-02-06,60,0.2667,0.0833,0.3833,60,0.6,0.0,0.6,2.25,0.0,1.5652,0.4,0.1,0.6,1.5,1.2,1.5652,0.45,0.2,0.75,1.6875,2.4,1.9565,0.85,0.5061,0.3897,0.3811,0.3329
2026-02-25,363,0.2727,0.0937,0.3829,363,1.0,0.2,1.4,3.6667,2.1353,3.6561,0.7,0.3,1.1,2.5667,3.2029,2.8727,0.6,0.35,1.05,2.2,3.7368,2.7421,0.8292,0.4631,0.2813,0.2742,0.1059
2026-02-26,542,0.2749,0.0683,0.3598,542,1.0,0.6,1.6,3.6376,8.7892,4.4472,0.9,0.4,1.3,3.2738,5.8595,3.6133,0.7,0.3,1.1,2.5463,4.3946,3.0574,0.8561,0.4354,0.2885,0.2757,0.0505
2026-02-27,181,0.2873,0.0939,0.3978,181,0.8,0.2,1.0,2.7846,2.1294,2.5139,0.7,0.1,0.8,2.4365,1.0647,2.0111,0.5,0.05,0.55,1.7404,0.5324,1.3826,0.8343,0.4805,0.4242,0.4186,0.1113
2026-02-28,590,0.2576,0.0542,0.3271,590,0.4,0.2,0.8,1.5526,3.6875,2.4456,0.3,0.1,0.5,1.1645,1.8438,1.5285,0.55,0.25,0.9,2.1349,4.6094,2.7513,0.8322,0.4541,0.2751,0.2655,0.0579
2026-03-01,590,0.2763,0.0695,0.361,590,0.4,0.2,0.6,1.4479,2.878,1.662,0.5,0.3,1.0,1.8098,4.3171,2.77,0.7,0.3,1.1,2.5337,4.3171,3.0469,0.8407,0.4435,0.3014,0.2908,0.0885
2026-03-02,319,0.2853,0.0627,0.3636,319,0.8,0.6,1.8,2.8044,9.57,4.95,0.7,0.5,1.5,2.4538,7.975,4.125,0.6,0.3,1.1,2.1033,4.785,3.025,0.8715,0.4653,0.2756,0.2744,0.0493
2026-03-03,497,0.2696,0.0684,0.3622,497,1.0,0.2,1.4,3.709,2.9235,3.8656,0.9,0.4,1.5,3.3381,5.8471,4.1417,0.7,0.3,1.1,2.5963,4.3853,3.0372,0.8431,0.4649,0.2758,0.2557,-0.022
2026-03-04,99,0.2323,0.101,0.3535,99,0.4,0.0,0.4,1.7217,0.0,1.1314,0.4,0.2,0.8,1.7217,1.98,2.2629,0.35,0.15,0.6,1.5065,1.485,1.6971,0.8182,0.5014,0.138,0.1264,-0.0172
2026-03-05,107,0.2991,0.0841,0.4393,107,0.8,0.6,2.0,2.675,7.1333,4.5532,0.8,0.4,1.6,2.675,4.7556,3.6426,0.65,0.25,1.1,2.1734,2.9722,2.5043,0.8692,0.455,0.466,0.4433,0.2844
2026-03-13,92,0.2391,0.0326,0.2717,92,0.6,0.0,0.6,2.5091,0.0,2.208,0.4,0.0,0.4,1.6727,0.0,1.472,0.3,0.0,0.3,1.2545,0.0,1.104,0.8804,0.4853,0.2042,0.198,0.052
2026-03-14,661,0.2284,0.0514,0.2965,661,1.0,0.2,1.4,4.3775,3.8882,4.7214,0.6,0.1,0.8,2.6265,1.9441,2.698,0.55,0.25,0.9,2.4076,4.8603,3.0352,0.8517,0.424,0.2666,0.2667,0.0982
2026-03-15,287,0.2787,0.0906,0.3833,287,0.8,0.2,1.0,2.87,2.2077,2.6091,0.8,0.1,0.9,2.87,1.1038,2.3482,0.55,0.1,0.7,1.9731,1.1038,1.8264,0.8258,0.4513,0.267,0.2615,0.1118
2026-03-16,238,0.2983,0.0714,0.3908,238,0.6,0.0,0.6,2.0113,0.0,1.5355,0.7,0.1,0.9,2.3465,1.4,2.3032,0.7,0.15,0.95,2.3465,2.1,2.4312,0.8403,0.4591,0.3443,0.3431,0.114
2026-03-17,420,0.25,0.0714,0.3548,420,0.4,0.0,0.4,1.6,0.0,1.1275,0.4,0.0,0.4,1.6,0.0,1.1275,0.4,0.05,0.45,1.6,0.7,1.2685,0.8405,0.4706,0.2298,0.2212,-0.0066
2026-03-18,291,0.2371,0.0447,0.299,291,0.8,0.4,1.6,3.3739,8.9538,5.3517,0.4,0.2,0.8,1.687,4.4769,2.6759,0.5,0.15,0.75,2.1087,3.3577,2.5086,0.8591,0.4165,0.2857,0.2846,0.0701
2026-03-19,522,0.2318,0.0575,0.2989,522,0.8,0.8,2.0,3.4512,13.92,6.6923,0.7,0.5,1.5,3.0198,8.7,5.0192,0.6,0.35,1.15,2.5884,6.09,3.8481,0.8716,0.4014,0.332,0.3371,0.1972
2026-03-20,239,0.2259,0.0377,0.2762,239,0.4,0.2,0.6,1.7704,5.3111,2.1727,0.3,0.2,0.5,1.3278,5.3111,1.8106,0.25,0.1,0.35,1.1065,2.6556,1.2674,0.8243,0.4344,0.2191,0.2072,0.0887
2026-03-21,527,0.2524,0.0588,0.3378,527,0.8,0.8,2.2,3.1699,13.6,6.5135,0.9,0.5,1.7,3.5662,8.5,5.0331,0.9,0.35,1.45,3.5662,5.95,4.293,0.8634,0.3541,0.4286,0.4257,0.2735
2026-03-22,430,0.2535,0.0419,0.3023,430,0.4,0.2,0.6,1.578,4.7778,1.9846,0.5,0.1,0.6,1.9725,2.3889,1.9846,0.5,0.15,0.7,1.9725,3.5833,2.3154,0.8465,0.4168,0.2848,0.2776,0.1155
2026-03-23,50,0.16,0.0,0.16,50,0.0,0.0,0.0,0.0,,0.0,0.2,0.0,0.2,1.25,,1.25,0.25,0.0,0.25,1.5625,,1.5625,0.88,0.363,0.2408,0.2313,0.3753
2026-03-24,720,0.2847,0.0653,0.3639,720,1.0,0.4,1.4,3.5122,6.1277,3.8473,0.9,0.2,1.1,3.161,3.0638,3.0229,0.85,0.3,1.25,2.9854,4.5957,3.4351,0.8444,0.3974,0.3687,0.3637,0.158
2026-03-25,100,0.25,0.09,0.36,100,0.4,0.2,0.8,1.6,2.2222,2.2222,0.4,0.1,0.6,1.6,1.1111,1.6667,0.4,0.15,0.6,1.6,1.6667,1.6667,0.86,0.4607,0.3022,0.3037,0.0828
2026-03-26,629,0.2289,0.0668,0.3084,629,0.8,0.4,1.2,3.4944,5.9905,3.8907,0.8,0.5,1.5,3.4944,7.4881,4.8634,0.6,0.4,1.1,2.6208,5.9905,3.5665,0.8712,0.4114,0.3293,0.3174,0.1126
2026-03-27,100,0.32,0.05,0.39,100,0.6,0.0,0.6,1.875,0.0,1.5385,0.6,0.3,1.1,1.875,6.0,2.8205,0.5,0.15,0.75,1.5625,3.0,1.9231,0.82,0.4143,0.3756,0.3722,0.314
2026-03-28,728,0.2843,0.0879,0.3901,728,0.4,0.4,0.8,1.4068,4.55,2.0507,0.7,0.6,1.6,2.4618,6.825,4.1014,0.65,0.4,1.25,2.286,4.55,3.2042,0.8393,0.4245,0.3674,0.3589,0.2047
2026-03-29,289,0.2145,0.0519,0.2872,289,0.4,0.2,0.8,1.8645,3.8533,2.7855,0.4,0.2,0.8,1.8645,3.8533,2.7855,0.4,0.15,0.7,1.8645,2.89,2.4373,0.8374,0.4584,0.2696,0.2649,0.0674
2026-03-30,243,0.358,0.1276,0.535,243,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,1.1172,0.0,0.7477,0.45,0.15,0.65,1.2569,1.1758,1.215,0.7654,0.5761,0.3458,0.347,0.1132
2026-03-31,496,0.254,0.0827,0.3609,496,0.6,0.0,0.6,2.3619,0.0,1.6626,0.7,0.1,0.9,2.7556,1.2098,2.4939,0.65,0.15,0.85,2.5587,1.8146,2.3553,0.8528,0.4398,0.3783,0.3698,0.1606
2026-04-01,225,0.2578,0.0533,0.3156,225,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,1.1638,0.0,0.9507,0.4,0.05,0.45,1.5517,0.9375,1.4261,0.84,0.4649,0.2734,0.2518,0.0479
2026-04-02,448,0.2991,0.0938,0.4152,448,0.8,0.2,1.0,2.6746,2.1333,2.4086,0.8,0.2,1.0,2.6746,2.1333,2.4086,0.55,0.2,0.75,1.8388,2.1333,1.8065,0.8125,0.4865,0.2392,0.2244,-0.0056
2026-04-03,228,0.3246,0.0921,0.4342,228,0.6,0.0,0.6,1.8486,0.0,1.3818,0.3,0.0,0.3,0.9243,0.0,0.6909,0.4,0.1,0.55,1.2324,1.0857,1.2667,0.8026,0.5212,0.2556,0.2335,-0.016
2026-04-04,746,0.2869,0.0724,0.382,746,0.6,0.4,1.0,2.0916,5.5259,2.6175,0.8,0.5,1.3,2.7888,6.9074,3.4028,0.75,0.35,1.15,2.6145,4.8352,3.0102,0.8324,0.458,0.3396,0.3295,0.1431
2026-04-05,114,0.1579,0.0263,0.1842,114,0.4,0.0,0.4,2.5333,0.0,2.1714,0.3,0.0,0.3,1.9,0.0,1.6286,0.4,0.1,0.5,2.5333,3.8,2.7143,0.9035,0.3601,0.4095,0.3813,0.1976
2026-04-06,60,0.25,0.05,0.3,60,0.4,0.2,0.6,1.6,4.0,2.0,0.3,0.1,0.4,1.2,2.0,1.3333,0.5,0.15,0.65,2.0,3.0,2.1667,0.8667,0.3929,0.3854,0.3783,0.0891
2026-04-13,517,0.2495,0.0542,0.3172,517,0.6,0.2,0.8,2.4047,3.6929,2.522,0.7,0.3,1.1,2.8054,5.5393,3.4677,0.6,0.25,0.9,2.4047,4.6161,2.8372,0.8549,0.4085,0.2958,0.2846,0.1339
2026-04-14,474,0.23,0.0506,0.2911,474,0.4,0.0,0.4,1.7394,0.0,1.3739,0.6,0.4,1.2,2.6092,7.9,4.1217,0.65,0.3,1.05,2.8266,5.925,3.6065,0.8565,0.406,0.2847,0.279,0.1634
2026-04-15,316,0.2532,0.0601,0.3228,316,0.4,0.2,0.6,1.58,3.3263,1.8588,0.4,0.1,0.5,1.58,1.6632,1.549,0.25,0.05,0.3,0.9875,0.8316,0.9294,0.8038,0.4704,0.2321,0.2339,0.2249
2026-04-16,304,0.2336,0.0658,0.3322,304,0.8,0.4,1.4,3.4254,6.08,4.2139,0.5,0.2,0.8,2.1408,3.04,2.4079,0.55,0.15,0.75,2.3549,2.28,2.2574,0.8355,0.4261,0.3138,0.3184,0.121
