bt_date,n_players,field_hit1_rate,field_hit2_rate,field_avg_actual,n_field,top_5_hit1_rate,top_5_hit2_rate,top_5_avg_actual,top_5_lift_hit1,top_5_lift_hit2,top_5_lift_avg,top_10_hit1_rate,top_10_hit2_rate,top_10_avg_actual,top_10_lift_hit1,top_10_lift_hit2,top_10_lift_avg,top_20_hit1_rate,top_20_hit2_rate,top_20_avg_actual,top_20_lift_hit1,top_20_lift_hit2,top_20_lift_avg,v1_top_5_hit1_rate,v1_top_5_hit2_rate,v1_top_5_avg_actual,v1_top_5_lift_hit1,v1_top_5_lift_hit2,v1_top_5_lift_avg,v1_top_10_hit1_rate,v1_top_10_hit2_rate,v1_top_10_avg_actual,v1_top_10_lift_hit1,v1_top_10_lift_hit2,v1_top_10_lift_avg,v1_top_20_hit1_rate,v1_top_20_hit2_rate,v1_top_20_avg_actual,v1_top_20_lift_hit1,v1_top_20_lift_hit2,v1_top_20_lift_avg,std_top_5_hit1_rate,std_top_5_hit2_rate,std_top_5_avg_actual,std_top_5_lift_hit1,std_top_5_lift_hit2,std_top_5_lift_avg,std_top_10_hit1_rate,std_top_10_hit2_rate,std_top_10_avg_actual,std_top_10_lift_hit1,std_top_10_lift_hit2,std_top_10_lift_avg,std_top_20_hit1_rate,std_top_20_hit2_rate,std_top_20_avg_actual,std_top_20_lift_hit1,std_top_20_lift_hit2,std_top_20_lift_avg,bkt_rare_pct_field,bkt_rare_pct_top10,bkt_rare_hit1_rate,bkt_occasional_pct_field,bkt_occasional_pct_top10,bkt_occasional_hit1_rate,bkt_star_pct_field,bkt_star_pct_top10,bkt_star_hit1_rate,calibration_80,mae,spearman_elfies_v2,spearman_elfies_v1,spearman_elfies_standout
2025-12-12,89,0.3034,0.0674,0.3933,89,0.4,0.2,0.8,1.3185,2.9667,2.0343,0.3,0.1,0.5,0.9889,1.4833,1.2714,0.25,0.1,0.4,0.8241,1.4833,1.0171,0.6,0.2,1.0,1.9778,2.9667,2.5429,0.3,0.1,0.5,0.9889,1.4833,1.2714,0.3,0.1,0.45,0.9889,1.4833,1.1443,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.6593,0.0,0.5086,0.25,0.1,0.4,0.8241,1.4833,1.0171,0.281,0.1,0.24,0.551,0.0,0.3265,0.169,0.9,0.3333,0.7079,0.4898,0.0081,-0.0066,-0.0336
2025-12-13,585,0.2632,0.0752,0.3573,585,0.4,0.0,0.4,1.5195,0.0,1.1196,0.4,0.1,0.5,1.5195,1.3295,1.3995,0.3,0.1,0.4,1.1396,1.3295,1.1196,0.4,0.0,0.4,1.5195,0.0,1.1196,0.4,0.1,0.5,1.5195,1.3295,1.3995,0.4,0.15,0.55,1.5195,1.9943,1.5395,0.6,0.6,1.2,2.2792,7.9773,3.3589,0.4,0.3,0.7,1.5195,3.9886,1.9593,0.4,0.2,0.6,1.5195,2.6591,1.6794,0.135,0.0,0.3038,0.809,0.0,0.2495,0.056,1.0,0.3636,0.7487,0.3812,0.0648,0.0694,0.0683
