bt_date,n_players,field_hit1_rate,field_hit2_rate,field_avg_actual,n_field,top_5_hit1_rate,top_5_hit2_rate,top_5_avg_actual,top_5_lift_hit1,top_5_lift_hit2,top_5_lift_avg,top_10_hit1_rate,top_10_hit2_rate,top_10_avg_actual,top_10_lift_hit1,top_10_lift_hit2,top_10_lift_avg,top_20_hit1_rate,top_20_hit2_rate,top_20_avg_actual,top_20_lift_hit1,top_20_lift_hit2,top_20_lift_avg,v1_top_5_hit1_rate,v1_top_5_hit2_rate,v1_top_5_avg_actual,v1_top_5_lift_hit1,v1_top_5_lift_hit2,v1_top_5_lift_avg,v1_top_10_hit1_rate,v1_top_10_hit2_rate,v1_top_10_avg_actual,v1_top_10_lift_hit1,v1_top_10_lift_hit2,v1_top_10_lift_avg,v1_top_20_hit1_rate,v1_top_20_hit2_rate,v1_top_20_avg_actual,v1_top_20_lift_hit1,v1_top_20_lift_hit2,v1_top_20_lift_avg,std_top_5_hit1_rate,std_top_5_hit2_rate,std_top_5_avg_actual,std_top_5_lift_hit1,std_top_5_lift_hit2,std_top_5_lift_avg,std_top_10_hit1_rate,std_top_10_hit2_rate,std_top_10_avg_actual,std_top_10_lift_hit1,std_top_10_lift_hit2,std_top_10_lift_avg,std_top_20_hit1_rate,std_top_20_hit2_rate,std_top_20_avg_actual,std_top_20_lift_hit1,std_top_20_lift_hit2,std_top_20_lift_avg,bkt_rare_pct_field,bkt_rare_pct_top10,bkt_rare_hit1_rate,bkt_occasional_pct_field,bkt_occasional_pct_top10,bkt_occasional_hit1_rate,bkt_star_pct_field,bkt_star_pct_top10,bkt_star_hit1_rate,calibration_80,mae,spearman_elfies_v2,spearman_elfies_v1,spearman_elfies_standout,bkt_reliable_pct_field,bkt_reliable_pct_top10,bkt_reliable_hit1_rate
2025-11-18,363,0.2617,0.0606,0.3361,363,0.4,0.2,0.6,1.5284,3.3,1.7852,0.5,0.3,0.8,1.9105,4.95,2.3803,0.5,0.3,0.8,1.9105,4.95,2.3803,0.8,0.4,1.2,3.0568,6.6,3.5705,0.6,0.3,0.9,2.2926,4.95,2.6779,0.5,0.25,0.75,1.9105,4.125,2.2316,0.2,0.0,0.2,0.7642,0.0,0.5951,0.1,0.0,0.1,0.3821,0.0,0.2975,0.05,0.0,0.05,0.1911,0.0,0.1488,0.515,0.0,0.107,0.27,0.0,0.3673,0.055,0.4,0.7,0.8567,0.3892,0.3661,0.3537,0.1199,0.16,0.6,0.431
2025-11-19,183,0.3333,0.1202,0.4699,183,1.0,0.4,1.6,3.0,3.3273,3.4047,0.8,0.3,1.2,2.4,2.4955,2.5535,0.7,0.3,1.05,2.1,2.4955,2.2343,1.0,0.2,1.2,3.0,1.6636,2.5535,0.8,0.3,1.2,2.4,2.4955,2.5535,0.75,0.3,1.1,2.25,2.4955,2.3407,0.2,0.2,0.4,0.6,1.6636,0.8512,0.2,0.1,0.3,0.6,0.8318,0.6384,0.15,0.05,0.2,0.45,0.4159,0.4256,0.557,0.1,0.1765,0.213,0.1,0.3333,0.071,0.5,0.9231,0.8087,0.4708,0.3951,0.383,0.0211,0.158,0.3,0.6207
2025-11-20,540,0.2481,0.0611,0.3333,540,0.4,0.0,0.4,1.6119,0.0,1.2,0.4,0.0,0.4,1.6119,0.0,1.2,0.45,0.05,0.5,1.8134,0.8182,1.5,0.2,0.0,0.2,0.806,0.0,0.6,0.4,0.0,0.4,1.6119,0.0,1.2,0.45,0.05,0.5,1.8134,0.8182,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.403,1.6364,0.6,0.15,0.1,0.25,0.6045,1.6364,0.75,0.507,0.0,0.1314,0.259,0.2,0.3,0.067,0.4,0.5,0.8333,0.4797,0.2478,0.2309,0.0329,0.167,0.4,0.4222
2025-11-21,181,0.2762,0.1215,0.4199,181,0.6,0.0,0.6,2.172,0.0,1.4289,0.6,0.2,0.8,2.172,1.6455,1.9053,0.55,0.25,0.85,1.991,2.0568,2.0243,0.8,0.2,1.0,2.896,1.6455,2.3816,0.7,0.4,1.2,2.534,3.2909,2.8579,0.5,0.2,0.75,1.81,1.6455,1.7862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.497,0.1,0.1222,0.276,0.1,0.34,0.072,0.6,0.7692,0.8287,0.5105,0.3162,0.3055,0.0404,0.155,0.2,0.4286
2025-11-22,542,0.2749,0.0627,0.3524,542,0.2,0.0,0.2,0.7275,0.0,0.5675,0.5,0.2,0.7,1.8188,3.1882,1.9864,0.75,0.15,0.9,2.7282,2.3912,2.5539,0.4,0.0,0.4,1.455,0.0,1.1351,0.5,0.2,0.7,1.8188,3.1882,1.9864,0.7,0.15,0.85,2.5463,2.3912,2.412,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.3638,0.0,0.2838,0.1,0.0,0.1,0.3638,0.0,0.2838,0.524,0.0,0.1338,0.249,0.0,0.3037,0.061,0.7,0.6667,0.8506,0.4317,0.3207,0.3045,0.0757,0.166,0.3,0.5333
2025-11-23,275,0.16,0.0218,0.1855,275,0.6,0.0,0.6,3.75,0.0,3.2353,0.6,0.1,0.7,3.75,4.5833,3.7745,0.5,0.1,0.6,3.125,4.5833,3.2353,0.6,0.2,0.8,3.75,9.1667,4.3137,0.6,0.1,0.7,3.75,4.5833,3.7745,0.45,0.1,0.6,2.8125,4.5833,3.2353,0.4,0.0,0.4,2.5,0.0,2.1569,0.4,0.0,0.4,2.5,0.0,2.1569,0.25,0.0,0.25,1.5625,0.0,1.348,0.505,0.0,0.1007,0.255,0.2,0.1286,0.062,0.5,0.5294,0.9127,0.396,0.3259,0.3169,0.1765,0.178,0.3,0.2449
2025-11-24,313,0.262,0.0735,0.361,313,0.8,0.4,1.4,3.0537,5.4435,3.8779,0.7,0.4,1.2,2.672,5.4435,3.3239,0.55,0.3,0.95,2.0994,4.0826,2.6314,0.8,0.4,1.4,3.0537,5.4435,3.8779,0.8,0.3,1.2,3.0537,4.0826,3.3239,0.5,0.25,0.8,1.9085,3.4022,2.2159,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.3817,0.0,0.277,0.15,0.05,0.2,0.5726,0.6804,0.554,0.502,0.0,0.1338,0.278,0.1,0.3563,0.045,0.4,0.6429,0.8339,0.4482,0.2576,0.2526,0.0607,0.176,0.5,0.3818
2025-11-25,45,0.4889,0.1556,0.7111,45,1.0,0.2,1.4,2.0455,1.2857,1.9687,0.7,0.1,0.9,1.4318,0.6429,1.2656,0.6,0.1,0.75,1.2273,0.6429,1.0547,1.0,0.2,1.4,2.0455,1.2857,1.9687,0.7,0.2,1.0,1.4318,1.2857,1.4062,0.6,0.1,0.75,1.2273,0.6429,1.0547,0.4,0.0,0.4,0.8182,0.0,0.5625,0.6,0.0,0.6,1.2273,0.0,0.8437,0.55,0.1,0.7,1.125,0.6429,0.9844,0.533,0.0,0.375,0.222,0.4,0.5,0.089,0.3,0.75,0.7333,0.6805,0.2671,0.2622,0.0915,0.156,0.3,0.7143
2025-11-26,682,0.2933,0.066,0.371,682,0.2,0.0,0.2,0.682,0.0,0.5391,0.6,0.3,0.9,2.046,4.5467,2.4261,0.65,0.4,1.1,2.2165,6.0622,2.9652,0.6,0.4,1.2,2.046,6.0622,3.2348,0.5,0.4,1.0,1.705,6.0622,2.6957,0.6,0.35,1.0,2.046,5.3044,2.6957,0.2,0.0,0.2,0.682,0.0,0.5391,0.2,0.0,0.2,0.682,0.0,0.5391,0.15,0.0,0.15,0.5115,0.0,0.4043,0.507,0.0,0.1416,0.27,0.0,0.3533,0.063,0.5,0.6512,0.8226,0.4402,0.2936,0.2804,0.1004,0.16,0.5,0.5321
2025-11-28,681,0.304,0.0675,0.3818,681,0.6,0.4,1.0,1.9739,5.9217,2.6192,0.8,0.4,1.2,2.6319,5.9217,3.1431,0.7,0.35,1.05,2.3029,5.1815,2.7502,0.4,0.4,0.8,1.3159,5.9217,2.0954,0.6,0.3,0.9,1.9739,4.4413,2.3573,0.7,0.3,1.0,2.3029,4.4413,2.6192,0.2,0.0,0.2,0.658,0.0,0.5238,0.2,0.0,0.2,0.658,0.0,0.5238,0.1,0.0,0.1,0.329,0.0,0.2619,0.505,0.0,0.1599,0.279,0.1,0.3737,0.06,0.6,0.5854,0.8267,0.4477,0.3238,0.3117,0.0639,0.156,0.3,0.5377
2025-11-29,500,0.244,0.078,0.34,500,0.8,0.4,1.6,3.2787,5.1282,4.7059,0.8,0.2,1.2,3.2787,2.5641,3.5294,0.65,0.25,1.05,2.6639,3.2051,3.0882,0.8,0.2,1.2,3.2787,2.5641,3.5294,0.7,0.3,1.2,2.8689,3.8462,3.5294,0.65,0.2,0.95,2.6639,2.5641,2.7941,0.2,0.0,0.2,0.8197,0.0,0.5882,0.1,0.0,0.1,0.4098,0.0,0.2941,0.05,0.0,0.05,0.2049,0.0,0.1471,0.508,0.0,0.1024,0.274,0.1,0.2628,0.064,0.4,0.7812,0.864,0.4274,0.3346,0.327,0.0252,0.154,0.5,0.4545
2025-11-30,182,0.2088,0.0495,0.2967,182,0.4,0.2,0.8,1.9158,4.0444,2.6963,0.2,0.1,0.4,0.9579,2.0222,1.3481,0.45,0.3,1.0,2.1553,6.0667,3.3704,0.4,0.2,0.8,1.9158,4.0444,2.6963,0.3,0.2,0.6,1.4368,4.0444,2.0222,0.4,0.25,0.85,1.9158,5.0556,2.8648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.2395,0.0,0.1685,0.495,0.0,0.0778,0.275,0.1,0.24,0.049,0.2,0.6667,0.9066,0.4745,0.3453,0.3407,0.0551,0.181,0.7,0.3939
2025-12-01,226,0.2832,0.0929,0.385,226,0.6,0.4,1.2,2.1187,4.3048,3.1172,0.6,0.4,1.1,2.1187,4.3048,2.8575,0.65,0.4,1.15,2.2953,4.3048,2.9874,0.8,0.6,1.6,2.825,6.4571,4.1563,0.6,0.5,1.2,2.1187,5.381,3.1172,0.65,0.45,1.2,2.2953,4.8429,3.1172,0.2,0.2,0.4,0.7063,2.1524,1.0391,0.3,0.1,0.4,1.0594,1.0762,1.0391,0.3,0.1,0.4,1.0594,1.0762,1.0391,0.531,0.0,0.1333,0.248,0.0,0.3214,0.075,0.4,0.5882,0.7965,0.4188,0.3638,0.3524,0.1684,0.146,0.6,0.6061
2025-12-03,180,0.3111,0.1056,0.4722,180,1.0,0.8,2.8,3.2143,7.5789,5.9294,0.7,0.5,1.9,2.25,4.7368,4.0235,0.65,0.35,1.35,2.0893,3.3158,2.8588,1.0,0.8,2.8,3.2143,7.5789,5.9294,0.9,0.5,2.1,2.8929,4.7368,4.4471,0.65,0.35,1.35,2.0893,3.3158,2.8588,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.3214,0.9474,0.6353,0.05,0.05,0.15,0.1607,0.4737,0.3176,0.511,0.1,0.1739,0.244,0.2,0.2955,0.056,0.4,0.8,0.7722,0.4929,0.2696,0.256,0.0726,0.189,0.3,0.5588
2025-12-04,540,0.2722,0.0778,0.3593,540,0.8,0.6,1.4,2.9388,7.7143,3.8969,0.5,0.3,0.8,1.8367,3.8571,2.2268,0.4,0.2,0.6,1.4694,2.5714,1.6701,0.6,0.2,0.8,2.2041,2.5714,2.2268,0.5,0.2,0.7,1.8367,2.5714,1.9485,0.35,0.2,0.55,1.2857,2.5714,1.5309,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.7347,0.0,0.5567,0.15,0.0,0.15,0.551,0.0,0.4175,0.507,0.0,0.1679,0.291,0.0,0.3121,0.046,0.6,0.48,0.813,0.4718,0.2413,0.2289,0.0859,0.156,0.4,0.4762
2025-12-05,120,0.1917,0.0417,0.2333,120,0.6,0.0,0.6,3.1304,0.0,2.5714,0.5,0.0,0.5,2.6087,0.0,2.1429,0.35,0.0,0.35,1.8261,0.0,1.5,0.6,0.0,0.6,3.1304,0.0,2.5714,0.4,0.0,0.4,2.087,0.0,1.7143,0.35,0.0,0.35,1.8261,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.5217,0.0,0.4286,0.492,0.1,0.0678,0.308,0.3,0.2432,0.05,0.2,0.3333,0.85,0.4345,0.1698,0.1608,0.0261,0.15,0.4,0.4444
2025-12-06,59,0.2542,0.1356,0.4407,59,0.6,0.2,1.0,2.36,1.475,2.2692,0.4,0.1,0.6,1.5733,0.7375,1.3615,0.55,0.25,0.9,2.1633,1.8438,2.0423,0.4,0.2,0.8,1.5733,1.475,1.8154,0.4,0.1,0.6,1.5733,0.7375,1.3615,0.55,0.25,0.9,2.1633,1.8438,2.0423,0.2,0.0,0.2,0.7867,0.0,0.4538,0.2,0.0,0.2,0.7867,0.0,0.4538,0.25,0.1,0.4,0.9833,0.7375,0.9077,0.508,0.1,0.0,0.288,0.3,0.4118,0.068,0.2,1.0,0.8305,0.4879,0.2944,0.2887,0.0262,0.136,0.4,0.5
2025-12-10,46,0.0652,0.0,0.0652,46,0.0,0.0,0.0,0.0,,0.0,0.1,0.0,0.1,1.5333,,1.5333,0.05,0.0,0.05,0.7667,,0.7667,0.0,0.0,0.0,0.0,,0.0,0.1,0.0,0.1,1.5333,,1.5333,0.05,0.0,0.05,0.7667,,0.7667,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.587,0.0,0.0741,0.174,0.4,0.0,0.065,0.2,0.3333,0.9565,0.3484,-0.0467,-0.063,-0.2024,0.174,0.4,0.0
2025-12-11,183,0.3115,0.071,0.3989,183,0.4,0.0,0.4,1.2842,0.0,1.0027,0.3,0.0,0.3,0.9632,0.0,0.7521,0.3,0.0,0.3,0.9632,0.0,0.7521,0.2,0.0,0.2,0.6421,0.0,0.5014,0.2,0.0,0.2,0.6421,0.0,0.5014,0.25,0.0,0.25,0.8026,0.0,0.6267,0.2,0.0,0.2,0.6421,0.0,0.5014,0.2,0.0,0.2,0.6421,0.0,0.5014,0.15,0.0,0.15,0.4816,0.0,0.376,0.497,0.0,0.1758,0.279,0.2,0.3725,0.071,0.8,0.4615,0.7596,0.5835,-0.0227,-0.0439,-0.178,0.153,0.0,0.5714
2025-12-12,89,0.3034,0.0674,0.3933,89,0.8,0.4,1.4,2.637,5.9333,3.56,0.5,0.2,0.8,1.6481,2.9667,2.0343,0.4,0.15,0.6,1.3185,2.225,1.5257,0.8,0.2,1.2,2.637,2.9667,3.0514,0.5,0.2,0.8,1.6481,2.9667,2.0343,0.35,0.15,0.55,1.1537,2.225,1.3986,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.6593,0.0,0.5086,0.2,0.05,0.3,0.6593,0.7417,0.7629,0.472,0.2,0.2857,0.36,0.1,0.2188,0.022,0.1,0.5,0.8315,0.5001,0.097,0.0895,0.0098,0.146,0.6,0.5385
2025-12-13,585,0.2632,0.0752,0.3573,585,0.6,0.4,1.2,2.2792,5.3182,3.3589,0.6,0.4,1.1,2.2792,5.3182,3.0789,0.6,0.35,1.0,2.2792,4.6534,2.799,0.6,0.4,1.2,2.2792,5.3182,3.3589,0.6,0.4,1.1,2.2792,5.3182,3.0789,0.55,0.3,0.9,2.0893,3.9886,2.5191,0.2,0.0,0.2,0.7597,0.0,0.5598,0.1,0.0,0.1,0.3799,0.0,0.2799,0.05,0.0,0.05,0.1899,0.0,0.14,0.516,0.0,0.1556,0.272,0.1,0.283,0.065,0.6,0.6579,0.8188,0.4813,0.1951,0.1932,-0.0043,0.147,0.3,0.4302
2025-12-14,275,0.2691,0.0473,0.3273,275,0.6,0.0,0.6,2.2297,0.0,1.8333,0.5,0.1,0.6,1.8581,2.1154,1.8333,0.55,0.1,0.65,2.0439,2.1154,1.9861,0.6,0.2,0.8,2.2297,4.2308,2.4444,0.5,0.1,0.6,1.8581,2.1154,1.8333,0.55,0.1,0.65,2.0439,2.1154,1.9861,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.3716,0.0,0.3056,0.1,0.0,0.1,0.3716,0.0,0.3056,0.48,0.0,0.1212,0.309,0.0,0.2941,0.04,0.4,0.5455,0.8764,0.4765,0.2489,0.2295,-0.0268,0.171,0.6,0.5745
2025-12-15,224,0.2634,0.0714,0.3438,224,0.4,0.0,0.4,1.5186,0.0,1.1636,0.5,0.1,0.6,1.8983,1.4,1.7455,0.45,0.1,0.6,1.7085,1.4,1.7455,0.2,0.0,0.2,0.7593,0.0,0.5818,0.5,0.2,0.8,1.8983,2.8,2.3273,0.45,0.1,0.6,1.7085,1.4,1.7455,0.2,0.0,0.2,0.7593,0.0,0.5818,0.1,0.0,0.1,0.3797,0.0,0.2909,0.15,0.0,0.15,0.5695,0.0,0.4364,0.482,0.0,0.1574,0.321,0.2,0.3194,0.062,0.4,0.4286,0.8125,0.4476,0.2336,0.2231,0.0557,0.134,0.4,0.4333
2025-12-16,454,0.2797,0.0639,0.37,454,1.0,0.4,2.0,3.5748,6.2621,5.4048,0.8,0.3,1.4,2.8598,4.6966,3.7833,0.7,0.2,1.05,2.5024,3.131,2.8375,0.8,0.4,1.8,2.8598,6.2621,4.8643,0.6,0.3,1.3,2.1449,4.6966,3.5131,0.65,0.3,1.15,2.3236,4.6966,3.1077,0.4,0.0,0.4,1.4299,0.0,1.081,0.2,0.0,0.2,0.715,0.0,0.5405,0.1,0.0,0.1,0.3575,0.0,0.2702,0.526,0.0,0.1381,0.278,0.3,0.3889,0.057,0.5,0.6154,0.8458,0.4334,0.3409,0.3268,0.1274,0.139,0.2,0.4603
2025-12-17,224,0.1696,0.0223,0.1964,224,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,1.7684,0.0,1.5273,0.35,0.0,0.35,2.0632,0.0,1.7818,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,1.1789,0.0,1.0182,0.25,0.05,0.3,1.4737,2.24,1.5273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.5895,0.0,0.5091,0.5,0.1,0.0446,0.299,0.0,0.209,0.045,0.3,0.1,0.9062,0.3593,0.1883,0.1634,-0.0136,0.156,0.6,0.5143
2025-12-18,453,0.2296,0.0618,0.3024,453,0.8,0.6,1.4,3.4846,9.7071,4.6292,0.5,0.3,0.8,2.1779,4.8536,2.6453,0.4,0.25,0.65,1.7423,4.0446,2.1493,0.6,0.4,1.0,2.6135,6.4714,3.3066,0.6,0.4,1.0,2.6135,6.4714,3.3066,0.35,0.2,0.55,1.5245,3.2357,1.8186,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.4356,0.0,0.3307,0.15,0.0,0.15,0.6534,0.0,0.496,0.539,0.0,0.0861,0.263,0.0,0.3361,0.046,0.7,0.5714,0.8455,0.4337,0.2591,0.2495,0.0365,0.152,0.3,0.4493
2025-12-19,226,0.2743,0.0752,0.3584,226,0.8,0.4,1.2,2.9161,5.3176,3.3481,0.8,0.4,1.2,2.9161,5.3176,3.3481,0.7,0.35,1.05,2.5516,4.6529,2.9296,0.8,0.6,1.4,2.9161,7.9765,3.9062,0.8,0.4,1.2,2.9161,5.3176,3.3481,0.75,0.4,1.15,2.7339,5.3176,3.2086,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.3645,0.0,0.279,0.2,0.1,0.3,0.729,1.3294,0.837,0.5,0.0,0.1416,0.301,0.2,0.3382,0.053,0.4,0.5833,0.854,0.4114,0.3554,0.3518,0.1678,0.146,0.4,0.4848
2025-12-20,587,0.339,0.0784,0.4293,587,0.4,0.2,0.6,1.1799,2.5522,1.3976,0.2,0.1,0.3,0.5899,1.2761,0.6988,0.35,0.05,0.4,1.0324,0.638,0.9317,0.4,0.2,0.6,1.1799,2.5522,1.3976,0.5,0.1,0.6,1.4749,1.2761,1.3976,0.5,0.05,0.55,1.4749,0.638,1.2812,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.295,0.0,0.2329,0.1,0.0,0.1,0.295,0.0,0.2329,0.521,0.0,0.2222,0.279,0.0,0.4512,0.049,0.3,0.5862,0.7615,0.4654,0.2882,0.2839,0.1782,0.15,0.7,0.4545
2025-12-21,410,0.261,0.0854,0.3683,410,0.8,0.0,0.8,3.0654,0.0,2.1722,0.6,0.1,0.7,2.2991,1.1714,1.9007,0.6,0.15,0.8,2.2991,1.7571,2.1722,0.6,0.0,0.6,2.2991,0.0,1.6291,0.6,0.1,0.7,2.2991,1.1714,1.9007,0.55,0.1,0.65,2.1075,1.1714,1.7649,0.2,0.0,0.2,0.7664,0.0,0.543,0.2,0.0,0.2,0.7664,0.0,0.543,0.15,0.0,0.15,0.5748,0.0,0.4073,0.502,0.0,0.1165,0.263,0.0,0.2685,0.066,0.7,0.6296,0.8488,0.4775,0.3034,0.289,0.0298,0.168,0.3,0.5362
2025-12-22,176,0.2614,0.0511,0.3182,176,0.4,0.4,0.8,1.5304,7.8222,2.5143,0.3,0.2,0.5,1.1478,3.9111,1.5714,0.3,0.1,0.4,1.1478,1.9556,1.2571,0.4,0.4,0.8,1.5304,7.8222,2.5143,0.4,0.2,0.6,1.5304,3.9111,1.8857,0.25,0.1,0.35,0.9565,1.9556,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3826,1.9556,0.6286,0.1,0.1,0.2,0.3826,1.9556,0.6286,0.483,0.0,0.1529,0.341,0.4,0.3,0.04,0.3,0.4286,0.875,0.4988,0.205,0.1912,0.0538,0.136,0.3,0.5
2025-12-23,592,0.2635,0.0726,0.3615,592,0.4,0.2,1.2,1.5179,2.7535,3.3196,0.6,0.2,1.2,2.2769,2.7535,3.3196,0.55,0.15,0.9,2.0872,2.0651,2.4897,0.6,0.6,2.0,2.2769,8.2605,5.5327,0.4,0.3,1.1,1.5179,4.1302,3.043,0.55,0.2,1.0,2.0872,2.7535,2.7664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.1897,0.0,0.1383,0.525,0.0,0.1415,0.26,0.2,0.2857,0.049,0.5,0.6207,0.853,0.4732,0.2988,0.2909,0.0514,0.166,0.3,0.5102
2025-12-27,591,0.2826,0.0846,0.3926,591,0.4,0.0,0.4,1.4156,0.0,1.019,0.4,0.0,0.4,1.4156,0.0,1.019,0.5,0.15,0.7,1.7695,1.773,1.7832,0.4,0.0,0.4,1.4156,0.0,1.019,0.5,0.0,0.5,1.7695,0.0,1.2737,0.55,0.2,0.8,1.9464,2.364,2.0379,0.4,0.2,0.6,1.4156,2.364,1.5284,0.2,0.1,0.3,0.7078,1.182,0.7642,0.25,0.05,0.3,0.8847,0.591,0.7642,0.499,0.1,0.1424,0.298,0.0,0.3466,0.047,0.6,0.7143,0.8274,0.4803,0.2931,0.2917,0.0687,0.156,0.3,0.4783
2025-12-28,230,0.2913,0.0783,0.387,230,0.8,0.2,1.0,2.7463,2.5556,2.5843,0.7,0.4,1.2,2.403,5.1111,3.1011,0.5,0.25,0.85,1.7164,3.1944,2.1966,0.8,0.4,1.2,2.7463,5.1111,3.1011,0.6,0.3,1.0,2.0597,3.8333,2.5843,0.5,0.3,0.95,1.7164,3.8333,2.4551,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.3433,0.0,0.2584,0.1,0.0,0.1,0.3433,0.0,0.2584,0.47,0.0,0.1574,0.335,0.1,0.3766,0.048,0.3,0.3636,0.813,0.4809,0.2962,0.2841,0.107,0.148,0.6,0.5
2025-12-29,494,0.2895,0.0567,0.3623,494,0.4,0.4,1.0,1.3818,7.0571,2.7598,0.4,0.2,0.7,1.3818,3.5286,1.9318,0.45,0.15,0.65,1.5545,2.6464,1.7939,0.6,0.4,1.2,2.0727,7.0571,3.3117,0.5,0.2,0.8,1.7273,3.5286,2.2078,0.45,0.25,0.8,1.5545,4.4107,2.2078,0.2,0.0,0.2,0.6909,0.0,0.552,0.1,0.0,0.1,0.3455,0.0,0.276,0.25,0.05,0.3,0.8636,0.8821,0.8279,0.484,0.0,0.1506,0.304,0.0,0.28,0.04,0.5,0.7,0.8381,0.4682,0.2756,0.263,0.0721,0.172,0.5,0.6
2025-12-30,227,0.2555,0.0881,0.3436,227,0.6,0.2,0.8,2.3483,2.27,2.3282,0.6,0.2,0.8,2.3483,2.27,2.3282,0.6,0.25,0.85,2.3483,2.8375,2.4737,0.6,0.0,0.6,2.3483,0.0,1.7462,0.6,0.2,0.8,2.3483,2.27,2.3282,0.55,0.25,0.8,2.1526,2.8375,2.3282,0.2,0.0,0.2,0.7828,0.0,0.5821,0.1,0.0,0.1,0.3914,0.0,0.291,0.15,0.0,0.15,0.5871,0.0,0.4365,0.485,0.1,0.1455,0.326,0.2,0.2568,0.04,0.2,0.6667,0.8678,0.4692,0.2388,0.2292,0.018,0.15,0.5,0.5
2025-12-31,449,0.2873,0.069,0.3719,449,0.6,0.4,1.0,2.0884,5.7935,2.6886,0.5,0.4,1.1,1.7403,5.7935,2.9575,0.45,0.35,0.95,1.5663,5.0694,2.5542,0.8,0.8,2.0,2.7845,11.5871,5.3772,0.7,0.6,1.5,2.4364,8.6903,4.0329,0.5,0.3,0.9,1.7403,4.3452,2.4198,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.3481,0.0,0.2689,0.1,0.0,0.1,0.3481,0.0,0.2689,0.49,0.0,0.1591,0.283,0.0,0.3307,0.06,0.7,0.6296,0.8241,0.4864,0.2265,0.221,0.0501,0.167,0.3,0.4667
2026-01-01,363,0.3361,0.1129,0.4931,363,1.0,0.6,1.8,2.9754,5.3122,3.6503,0.9,0.4,1.4,2.6779,3.5415,2.8391,0.7,0.35,1.2,2.0828,3.0988,2.4335,0.8,0.4,1.2,2.3803,3.5415,2.4335,0.9,0.4,1.4,2.6779,3.5415,2.8391,0.8,0.35,1.2,2.3803,3.0988,2.4335,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.3,0.5951,0.8854,0.6084,0.2,0.05,0.25,0.5951,0.4427,0.507,0.488,0.0,0.1469,0.311,0.0,0.4159,0.041,0.5,0.9333,0.7769,0.513,0.3304,0.3111,0.0639,0.16,0.5,0.6034
2026-01-02,136,0.3235,0.0882,0.4412,136,0.8,0.2,1.4,2.4727,2.2667,3.1733,0.7,0.4,1.4,2.1636,4.5333,3.1733,0.6,0.3,1.1,1.8545,3.4,2.4933,0.6,0.2,1.2,1.8545,2.2667,2.72,0.6,0.3,1.1,1.8545,3.4,2.4933,0.6,0.3,1.1,1.8545,3.4,2.4933,0.6,0.0,0.6,1.8545,0.0,1.36,0.5,0.0,0.5,1.5455,0.0,1.1333,0.45,0.0,0.45,1.3909,0.0,1.02,0.441,0.1,0.1333,0.36,0.0,0.3061,0.044,0.4,1.0,0.8529,0.494,0.3283,0.3284,0.085,0.154,0.5,0.7143
2026-01-03,274,0.2263,0.0474,0.281,274,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4419,2.1077,1.0675,0.25,0.15,0.45,1.1048,3.1615,1.6013,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,1.3258,0.0,1.0675,0.25,0.05,0.3,1.1048,1.0538,1.0675,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.4419,0.0,0.3558,0.2,0.0,0.2,0.8839,0.0,0.7117,0.507,0.0,0.1151,0.296,0.2,0.284,0.047,0.4,0.3846,0.8321,0.4875,0.1481,0.136,-0.0372,0.15,0.4,0.439
