target,n_preds,n_with_actual,rmse,coverage_10_90,avg_width,as_of_utc,window_days
assists,29817,15947,0.40574106479612,0.9024046684777141,0.057335313473758,2025-11-25,14
goals,29817,15947,0.29509592275800156,0.940268974075192,0.046386807166815223,2025-11-25,14
points,29817,15947,0.5384747798341009,0.859107220713016,0.0879852195796959,2025-11-25,14
shots_on_goal,29817,15947,1.1697857647213212,0.8064526947714391,1.1097346904628165,2025-11-25,14
