target,n_preds,n_with_actual,coverage_10_90,avg_width,sharp_norm,pinball_norm,stability,consistency_score
assists,11260,4911,0.8285481571981267,0.0,1.0,1.0,1.0,98.85807371207493
goals,11260,4911,0.8865811443697821,0.0,1.0,1.0,1.0,96.53675422520872
points,11260,4911,0.7477092241905925,0.0,1.0,1.0,1.0,97.9083689676237
shots_on_goal,11260,4911,0.2264304622276522,0.0,1.0,1.0,1.0,77.05721848910608
