target,n_preds,n_with_actual,coverage_10_90,avg_width,sharp_norm,pinball_norm,stability,consistency_score
assists,11386,5501,0.8278494819123796,0.0,1.0,1.0,1.0,98.88602072350481
goals,11386,5501,0.8872932194146519,0.0,1.0,1.0,1.0,96.50827122341393
points,11386,5501,0.7493183057625886,0.0,1.0,1.0,1.0,97.97273223050354
shots_on_goal,11386,5501,0.2335938920196328,0.0,1.0,1.0,1.0,77.3437556807853
