target,n_preds,n_with_actual,rmse,coverage_10_90,avg_width,as_of_utc,window_days
assists,10480,4358,0.34007183794285595,0.9280534351145038,0.0,2026-03-31,14
goals,10480,4358,0.24615361677910627,0.9522900763358778,0.0,2026-03-31,14
points,10480,4358,0.4636603455445962,0.8942748091603053,0.0,2026-03-31,14
shots_on_goal,10480,4358,1.2007869556990947,0.09389312977099237,0.0,2026-03-31,14
