target,n_preds,n_with_actual,rmse,coverage_10_90,avg_width,as_of_utc,window_days
assists,7755,3539,0.3815023022946149,0.6870406189555126,0.03285730880116078,2026-01-11,14
goals,7755,3539,0.27970479181185415,0.6858800773694391,0.013025484847939101,2026-01-11,14
points,7755,3539,0.5191767876989422,0.5785944551901999,0.04294062666431371,2026-01-11,14
shots_on_goal,7755,3539,1.2500595897755942,0.4332688588007737,0.13735688493638168,2026-01-11,14
