target,n_preds,n_with_actual,coverage_10_90,avg_width,sharp_norm,pinball_norm,stability,consistency_score
assists,10558,4882,0.8240475215075789,0.0,1.0,1.0,1.0,99.03809913969684
goals,10558,4882,0.8832445718967636,0.0,1.0,1.0,1.0,96.67021712412945
points,10558,4882,0.7421138877509218,0.0,1.0,1.0,1.0,97.68455551003686
shots_on_goal,10558,4882,0.22306431790249898,0.0,1.0,1.0,1.0,76.92257271609996
