target,n_preds,n_with_actual,rmse,coverage_10_90,avg_width,as_of_utc,window_days
assists,15308,7119,0.4697791385756247,0.8938463548471387,0.3656041151855432,2025-11-12,14
goals,15308,7119,0.34993392004069146,0.9348053305461197,0.24225834651151482,2025-11-12,14
points,15308,7119,0.6148358332666908,0.832963156519467,0.5082305232511007,2025-11-12,14
shots_on_goal,15308,7119,1.3132103170488167,0.6239874575385419,1.2932371871167867,2025-11-12,14
