target,n_preds,n_with_actual,coverage_10_90,avg_width,sharp_norm,pinball_norm,stability,consistency_score
assists,7466,3825,0.8243137254901961,0.0,1.0,1.0,1.0,99.02745098039215
goals,7466,3825,0.8854901960784314,0.0,1.0,1.0,1.0,96.58039215686274
points,7466,3825,0.7474509803921568,0.0,1.0,1.0,1.0,97.89803921568627
shots_on_goal,7466,3825,0.23477124183006537,0.0,1.0,1.0,1.0,77.39084967320261
