target,n_preds,n_with_actual,rmse,coverage_10_90,avg_width,as_of_utc,window_days
assists,14141,3672,0.2861766506580942,0.8215119157061028,0.029835327805687786,2025-12-08,14
goals,14141,3672,0.21001779669252907,0.8213704829927162,0.01906276302870431,2025-12-08,14
points,14141,3672,0.38953129298269923,0.7608372816632487,0.0442110069921276,2025-12-08,14
shots_on_goal,14141,3672,1.0250062985108872,0.6752704900643519,0.5428956678660533,2025-12-08,14
