target,n_preds,n_with_actual,rmse,coverage_10_90,avg_width,as_of_utc,window_days
assists,32887,14810,0.37245429306529515,0.9180223188493933,0.03205509367837948,2025-11-26,14
goals,32887,14810,0.26988174650953767,0.9496153495302095,0.02962716586785368,2025-11-26,14
points,32887,14810,0.4954368390713042,0.8825371727430291,0.05286838023033177,2025-11-26,14
shots_on_goal,32887,14810,1.1071347549266872,0.8476601696719068,1.094633814325122,2025-11-26,14
