target,n_preds,n_with_actual,rmse,coverage_10_90,avg_width,as_of_utc,window_days
assists,9144,4126,0.3656146140883152,0.6921478565179353,0.032147593583756254,2025-12-11,14
goals,9144,4126,0.2701693319836876,0.6887576552930884,0.013575952989105616,2025-12-11,14
points,9144,4126,0.49478550667288534,0.5863954505686789,0.04286516246247788,2025-12-11,14
shots_on_goal,9144,4126,1.2273942830570128,0.43208661417322836,0.1384774386122749,2025-12-11,14
