target,n_preds,n_with_actual,rmse,coverage_10_90,avg_width,as_of_utc,window_days
assists,19319,6656,0.3264802840844187,0.846627672239764,0.02875594566128328,2025-12-03,14
goals,19319,6656,0.24115973453086048,0.8576530876339356,0.020953196515963442,2025-12-03,14
points,19319,6656,0.4441680671645461,0.7926911330814225,0.04402813259210143,2025-12-03,14
shots_on_goal,19319,6656,1.0869258276122953,0.7154097002950464,0.7041775352166553,2025-12-03,14
