target,n_preds,n_with_actual,rmse,coverage_10_90,avg_width,as_of_utc,window_days
assists,7454,3526,0.3892458503492702,0.6859404346659511,0.0316002756451248,2025-12-14,14
goals,7454,3526,0.28149183041059356,0.6817815937751542,0.01291420159536959,2025-12-14,14
points,7454,3526,0.5262450786719134,0.5799570700295144,0.04168870340200446,2025-12-14,14
shots_on_goal,7454,3526,1.24625558506605,0.4150791521330829,0.13508071636241434,2025-12-14,14
