target,n_preds,n_with_actual,rmse,coverage_10_90,avg_width,as_of_utc,window_days
assists,8442,3494,0.36515432444454293,0.6930822080075811,0.03259729436283699,2026-01-10,14
goals,8442,3494,0.2657898450396801,0.6877517176024639,0.013325439372720694,2026-01-10,14
points,8442,3494,0.49601308609090483,0.585998578535892,0.042614397164736195,2026-01-10,14
shots_on_goal,8442,3494,1.2103582019214416,0.45249940772328834,0.1383363617283062,2026-01-10,14
