target,n_preds,n_with_actual,rmse,coverage_10_90,avg_width,as_of_utc,window_days
assists,7695,3068,0.36074295931553046,0.6990253411306043,0.03094966700696891,2025-12-16,14
goals,7695,3068,0.25574745885822225,0.6903183885640026,0.013824215882781222,2025-12-16,14
points,7695,3068,0.4761742788753441,0.5941520467836258,0.04171800264382006,2025-12-16,14
shots_on_goal,7695,3068,1.1913039437272996,0.45042235217673815,0.13690931675882592,2025-12-16,14
