target,n_preds,n_with_actual,rmse,coverage_10_90,avg_width,as_of_utc,window_days
assists,10623,4235,0.342138676715564,0.7048856255295114,0.03152081017167718,2025-12-27,14
goals,10623,4235,0.249764664199736,0.6944365998305564,0.013994589682345154,2025-12-27,14
points,10623,4235,0.45660342532709547,0.5989833380401016,0.042255690098436646,2025-12-27,14
shots_on_goal,10623,4235,1.1731230577240868,0.45834510025416547,0.13879545728936427,2025-12-27,14
