target,n_preds,n_with_actual,coverage_10_90,avg_width,sharp_norm,pinball_norm,stability,consistency_score
assists,4754,2358,0.8206106870229007,0.0,1.0,1.0,1.0,99.17557251908397
goals,4754,2358,0.8863443596268024,0.0,1.0,1.0,1.0,96.5462256149279
points,4754,2358,0.7451229855810009,0.0,1.0,1.0,1.0,97.80491942324002
shots_on_goal,4754,2358,0.24385072094995758,0.0,1.0,1.0,1.0,77.7540288379983
