target,n_preds,n_with_actual,rmse,coverage_10_90,avg_width,as_of_utc,window_days
assists,9961,4241,0.35690341192227143,0.700331292038952,0.0318210236808513,2025-12-28,14
goals,9961,4241,0.26087321888148823,0.6905933139243048,0.014046733885674423,2025-12-28,14
points,9961,4241,0.47636981539432655,0.5914064852926413,0.04257830094943307,2025-12-28,14
shots_on_goal,9961,4241,1.2258425908743742,0.44463407288424855,0.13973296796721602,2025-12-28,14
