target,n_preds,n_with_actual,rmse,coverage_10_90,avg_width,as_of_utc,window_days
assists,8446,4064,0.36947845175099403,0.916528534217381,0.0,2026-03-21,14
goals,8446,4064,0.26385366103196595,0.9451811508406346,0.0,2026-03-21,14
points,8446,4064,0.505358452508851,0.8792327729102534,0.0,2026-03-21,14
shots_on_goal,8446,4064,1.202107628957736,0.112597679374852,0.0,2026-03-21,14
