target,n_preds,n_with_actual,rmse,coverage_10_90,avg_width,as_of_utc,window_days
assists,14434,3586,0.27805427441005687,0.8137730358874878,0.030190648847898797,2025-12-09,14
goals,14434,3586,0.20359154481165456,0.8103089926562284,0.01842550461257711,2025-12-09,14
points,14434,3586,0.37758495877487996,0.7496189552445615,0.044275750755006685,2025-12-09,14
shots_on_goal,14434,3586,1.014896267735704,0.6606623250658168,0.4958145097454727,2025-12-09,14
