target,n_preds,n_with_actual,rmse,coverage_10_90,avg_width,as_of_utc,window_days
assists,6980,2810,0.361120853496168,0.695702005730659,0.033057577808779326,2026-01-08,14
goals,6980,2810,0.26378612515588756,0.6895415472779369,0.01326546033774964,2026-01-08,14
points,6980,2810,0.4906381107515167,0.5878223495702005,0.04275296379142746,2026-01-08,14
shots_on_goal,6980,2810,1.2151415676018753,0.45601719197707735,0.1382890262266284,2026-01-08,14
