target,n_preds,n_with_actual,rmse,coverage_10_90,avg_width,as_of_utc,window_days
assists,31080,16453,0.4100618315233858,0.9013191763191764,0.07605170279277422,2025-11-23,14
goals,31080,16453,0.2996834585476586,0.9395752895752896,0.0581161784465356,2025-11-23,14
points,31080,16453,0.5439626044593716,0.8567245817245818,0.11393954111811255,2025-11-23,14
shots_on_goal,31080,16453,1.1829063740031285,0.7953346203346203,1.1204059190154116,2025-11-23,14
