target,n_preds,n_with_actual,rmse,coverage_10_90,avg_width,as_of_utc,window_days
assists,12424,5568,0.4699887973680353,0.8982614294913072,0.37216639211025077,2025-11-08,14
goals,12424,5568,0.34849882838256746,0.9366548615582743,0.24499229079034296,2025-11-08,14
points,12424,5568,0.6151257868545034,0.8372504829362524,0.5146000290714151,2025-11-08,14
shots_on_goal,12424,5568,1.3047630032202906,0.6336123631680618,1.3030411692496293,2025-11-08,14
