target,n_preds,n_with_actual,rmse,coverage_10_90,avg_width,as_of_utc,window_days
assists,5567,2595,0.3655744683845067,0.9155739177294773,0.0,2026-03-17,14
goals,5567,2595,0.2680522055702642,0.9459313813544099,0.0,2026-03-17,14
points,5567,2595,0.5046932598220327,0.8792886653493803,0.0,2026-03-17,14
shots_on_goal,5567,2595,1.1804953398258113,0.1110113166876235,0.0,2026-03-17,14
