target,n_preds,n_with_actual,rmse,coverage_10_90,avg_width,as_of_utc,window_days
assists,2589,1318,0.3861247384390282,0.9042101197373503,0.0,2026-03-13,14
goals,2589,1318,0.28207694081712764,0.9389725762842797,0.0,2026-03-13,14
points,2589,1318,0.5389430739191792,0.86558516801854,0.0,2026-03-13,14
shots_on_goal,2589,1318,1.1956209529416801,0.1320973348783314,0.0,2026-03-13,14
