target,n_preds,n_with_actual,coverage_10_90,avg_width,sharp_norm,pinball_norm,stability,consistency_score
assists,8446,4064,0.8265255905511811,0.0,1.0,1.0,1.0,98.93897637795276
goals,8446,4064,0.8860728346456693,0.0,1.0,1.0,1.0,96.55708661417323
points,8446,4064,0.7490157480314961,0.0,1.0,1.0,1.0,97.96062992125984
shots_on_goal,8446,4064,0.23400590551181102,0.0,1.0,1.0,1.0,77.36023622047244
