target,n_preds,n_with_actual,rmse,coverage_10_90,avg_width,as_of_utc,window_days
assists,18471,6206,0.32468572129601103,0.8283796221103351,0.029456991262048923,2025-12-05,14
goals,18471,6206,0.23639621474316175,0.835742515294245,0.019661548309050883,2025-12-05,14
points,18471,6206,0.4402144861124837,0.7688809485138867,0.043989012264595,2025-12-05,14
shots_on_goal,18471,6206,1.1011834535391105,0.6796600075794489,0.6245652464955187,2025-12-05,14
