target,n_preds,n_with_actual,rmse,coverage_10_90,avg_width,as_of_utc,window_days
assists,7466,3825,0.38279360008041335,0.9099919635681757,0.0,2026-03-20,14
goals,7466,3825,0.2746061154048353,0.9413340476828288,0.0,2026-03-20,14
points,7466,3825,0.5254059698591893,0.8706134476292526,0.0,2026-03-20,14
shots_on_goal,7466,3825,1.2107209276901314,0.12027859630324136,0.0,2026-03-20,14
