target,n_preds,n_with_actual,coverage_10_90,avg_width,sharp_norm,pinball_norm,stability,consistency_score
assists,5567,2595,0.8188824662813102,0.0,1.0,1.0,1.0,99.2447013487476
goals,5567,2595,0.8840077071290944,0.0,1.0,1.0,1.0,96.63969171483623
points,5567,2595,0.7410404624277457,0.0,1.0,1.0,1.0,97.64161849710983
shots_on_goal,5567,2595,0.23815028901734103,0.0,1.0,1.0,1.0,77.52601156069365
