target,n_preds,n_with_actual,rmse,coverage_10_90,avg_width,as_of_utc,window_days
assists,9550,4009,0.35146863717321214,0.6996858638743455,0.03224255954284113,2025-12-31,14
goals,9550,4009,0.2584567705495568,0.6930890052356021,0.013421737851847542,2025-12-31,14
points,9550,4009,0.47191847868525855,0.5924607329842932,0.04245766351696209,2025-12-31,14
shots_on_goal,9550,4009,1.2284211009977077,0.44596858638743453,0.14028931171345346,2025-12-31,14
