target,n_preds,n_with_actual,rmse,coverage_10_90,avg_width,as_of_utc,window_days
assists,10297,5096,0.3917118259873649,0.6853452461882101,0.031831657598897396,2025-12-21,14
goals,10297,5096,0.28577681017107454,0.6819461979217247,0.013564116650410483,2025-12-21,14
points,10297,5096,0.5225981725040618,0.5714285714285714,0.04271056731650441,2025-12-21,14
shots_on_goal,10297,5096,1.3263148307368007,0.40740021365446244,0.1389012308898346,2025-12-21,14
