target,n_preds,n_with_actual,rmse,coverage_10_90,avg_width,as_of_utc,window_days
assists,30517,16091,0.4050605430323123,0.9032998001114133,0.06491529477029363,2025-11-24,14
goals,30517,16091,0.29636414019273755,0.9403283415801029,0.05096896657936407,2025-11-24,14
points,30517,16091,0.5374131888735567,0.8600779893174296,0.0987526486195261,2025-11-24,14
shots_on_goal,30517,16091,1.1761753969559017,0.8032899695251827,1.1155871771496844,2025-11-24,14
