target,n_preds,n_with_actual,coverage_10_90,avg_width,sharp_norm,pinball_norm,stability,consistency_score
assists,11572,6221,0.8252692493168301,0.0,1.0,1.0,1.0,98.9892300273268
goals,11572,6221,0.8855489471146119,0.0,1.0,1.0,1.0,96.57804211541553
points,11572,6221,0.7453785565021701,0.0,1.0,1.0,1.0,97.8151422600868
shots_on_goal,11572,6221,0.23243851470824625,0.0,1.0,1.0,1.0,77.29754058832985
