target,n_preds,n_with_actual,rmse,coverage_10_90,avg_width,as_of_utc,window_days
assists,9577,4864,0.40664169602124667,0.7857366607497128,0.017391270718103084,2026-01-16,14
goals,9577,4864,0.29203291387711483,0.7995196825728308,0.007256416631546677,2026-01-16,14
points,9577,4864,0.5484163521664136,0.7060666179388118,0.022981401551894973,2026-01-16,14
shots_on_goal,9577,4864,1.3117957139858216,0.26636733841495247,0.07386698035449428,2026-01-16,14
