target,n_preds,n_with_actual,rmse,coverage_10_90,avg_width,as_of_utc,window_days
assists,7874,3442,0.3728453072920096,0.6927863855727712,0.03139538411311712,2025-12-13,14
goals,7874,3442,0.27068274319563335,0.6884683769367539,0.012979087471065003,2025-12-13,14
points,7874,3442,0.5050652887728522,0.5911861823723648,0.04194004817642942,2025-12-13,14
shots_on_goal,7874,3442,1.1838521753844098,0.436499872999746,0.13556400522371442,2025-12-13,14
